gc_del_auc,gc_ins_auc,sm_del_auc,sm_ins_auc,lm_del_auc,lm_ins_auc,sanity_corr,entropy,margin,brier,true_label,pred_label
0.7364251,0.9804078,0.97279984,0.98097235,0.5399563,0.9782629,,0.0007769114,0.9998642,2.3190387e-09,2,2
0.43259448,0.86307114,0.7163408,0.8908483,0.63263535,0.58523774,,0.4941351,0.6719803,0.42591515,0,2
0.70414037,0.4762286,0.70414037,0.4762286,0.15184844,0.9195286,,2.3294797e-09,1.0,2.8172532e-21,3,3
0.4321328,0.9379207,0.39728612,0.7211829,0.73832643,0.716785,,0.007858762,0.9985599,2.9293574e-07,1,1
0.90219164,0.8844924,0.90219164,0.8844924,0.7954308,0.9809879,,3.567997e-13,1.0,7.777875e-29,2,2
0.43540552,0.977996,0.5832357,0.9801113,0.7805092,0.42873704,,0.012257376,0.996729,1.3374721e-06,0,0
0.9431612,0.86322427,0.9431612,0.86322427,0.97669625,0.8822047,,9.562562e-10,1.0,5.005979e-22,2,2
0.48531896,0.6797287,0.48531896,0.6797287,0.19610055,0.8686768,,2.6705413e-07,1.0,2.4381696e-17,3,3
0.6037539,0.98093987,0.49964836,0.9809824,0.81035244,0.78829885,,3.440794e-06,0.99999964,1.9097532e-14,2,2
0.5807759,0.98051405,0.5072363,0.9809641,0.82890755,0.4893452,,6.3517335e-05,0.9999921,8.189996e-12,0,0
0.2332553,0.6608554,0.03648429,0.729865,0.18609694,0.893291,,0.00026674836,0.99995744,2.2709971e-10,3,3
0.49086708,0.18741569,0.044778142,0.72426045,0.29085568,0.5815803,,0.021398276,0.993758,4.8704997e-06,3,3
0.14925112,0.99207485,0.33888495,0.91743064,0.4974674,0.5543467,,0.006452536,0.9984944,2.8365324e-07,1,1
0.69092894,0.91933805,0.48902762,0.8234645,0.85009587,0.8267406,,0.00016258554,0.9999735,8.7832075e-11,1,1
0.592806,0.8334276,0.592806,0.8334276,0.85515404,0.93612367,,1.9255437e-07,1.0,2.6760137e-17,0,0
0.1055161,0.28170153,0.045199506,0.78120744,0.10176159,0.6775886,,0.034966063,0.98873514,1.5862246e-05,3,3
0.8819864,0.74054134,0.8819864,0.74054134,0.68655753,0.9807633,,8.232513e-09,1.0,2.825742e-20,2,2
0.293491,0.9809589,0.46351635,0.9809725,0.9731909,0.94735134,,1.1260502e-06,0.99999994,8.8070145e-16,0,0
0.33700556,0.98931503,0.30726716,0.6020882,0.27095026,0.9436498,,0.001885005,0.99965495,1.5170185e-08,1,1
0.12604523,0.9951988,0.43996,0.82854974,0.94695944,0.9194349,,1.8611618e-05,0.99999815,5.044719e-13,1,1
0.73781705,0.42057505,0.41795045,0.9552049,0.6367048,0.9450293,,0.00076921505,0.9998562,2.586365e-09,2,2
0.31871194,0.791559,0.10276987,0.79198164,0.5682447,0.43789017,,0.00041512246,0.99994695,4.1302756e-10,3,3
0.8313733,0.9737494,0.69928384,0.90926623,0.5522856,0.73161554,,0.00013051201,0.99997944,5.2768595e-11,2,2
0.824774,0.88788736,0.824774,0.88788736,0.6957618,0.9347657,,2.389413e-07,1.0,2.484348e-17,2,2
0.712904,0.9600351,0.9385881,0.8118342,0.83974797,0.59223604,,0.71733624,0.5710063,0.3902056,0,2
0.6513017,0.7154734,0.6513017,0.7154734,0.96436346,0.8874781,,5.348621e-07,1.0,1.7690617e-16,0,0
0.16578054,0.89140594,0.035611305,0.85599387,0.1105246,0.93863034,,7.6310425e-06,0.9999991,1.047373e-13,3,3
0.04656122,0.96732134,0.1613427,0.43363273,0.32980308,0.48501736,,0.024562903,0.9935704,0.4982498,3,1
0.6137732,0.6709181,0.6137732,0.6709181,0.13461122,0.8736988,,2.5657145e-09,1.0,3.855402e-21,3,3
0.5681584,0.64288735,0.10229707,0.85931,0.23580705,0.86306345,,2.2114177e-06,0.99999976,7.753151e-15,3,3
0.10702035,0.9779825,0.66473275,0.9389184,0.71591437,0.14979576,,0.009124273,0.9976432,0.49941146,0,2
0.55124515,0.20267367,0.11172596,0.68541443,0.43844157,0.25010666,,0.12963885,0.9522433,0.00028746476,3,3
0.8548425,0.9042108,0.8548425,0.9042108,0.73355407,0.98098797,,3.5277427e-11,1.0,9.086592e-25,2,2
0.53088677,0.728595,0.53088677,0.728595,0.41439098,0.92614764,,1.4139931e-10,1.0,6.5211116e-24,3,3
0.12309083,0.8573711,0.034854885,0.70899385,0.2211094,0.50447017,,0.003979427,0.99911743,9.741849e-08,3,3
0.10134927,0.88531345,0.33444768,0.52298313,0.28131422,0.9051546,,0.021872427,0.99575406,2.759874e-06,1,1
0.14964189,0.49567848,0.15146545,0.1510131,0.7633512,0.13770783,,0.62782395,0.3714765,0.23511858,0,1
0.8599458,0.92593503,0.8599458,0.92593503,0.77420545,0.9503728,,6.241911e-11,1.0,1.6315901e-24,2,2
0.08071685,0.99517864,0.4147933,0.9941567,0.34160423,0.80726415,,1.9060367e-06,0.9999998,5.4290687e-15,1,1
0.09285066,0.97600603,0.45896137,0.97899485,0.48841706,0.40052417,,0.021517962,0.99420655,4.211383e-06,0,0
0.271224,0.6780373,0.31874764,0.44442603,0.22362317,0.5758596,,0.12513445,0.9470971,0.00034987592,1,1
0.11108886,0.9160831,0.17770919,0.15939653,0.078669846,0.5611265,,0.6840502,0.3175354,0.38314813,3,1
0.15551215,0.93160754,0.41905475,0.4213645,0.7219802,0.3955459,,0.14888813,0.95181096,0.48584834,0,1
0.5874937,0.746578,0.2080537,0.9809724,0.9030552,0.9015937,,1.8752667e-06,0.99999976,6.4310146e-15,0,0
0.11528719,0.8271533,0.18029638,0.73099256,0.35459167,0.81603473,,9.118043e-06,0.9999992,0.49999967,0,3
0.7173951,0.83985364,0.7173951,0.83985364,0.38151813,0.91278386,,7.2077837e-09,1.0,3.4549864e-20,3,3
0.18983243,0.26993245,0.034239765,0.5357461,0.7884444,0.2556935,,0.01272946,0.99686676,1.2337252e-06,3,3
0.65042377,0.9738196,0.7486682,0.9756647,0.6466609,0.8034529,,1.9594467e-05,0.9999973,8.8544016e-13,2,2
0.35330462,0.9714416,0.4927734,0.98027074,0.3971498,0.70596206,,0.0013497211,0.99980974,5.6427627e-09,0,0
0.92977524,0.8756579,0.92977524,0.8756579,0.46312004,0.9809773,,6.175781e-08,1.0,2.9015196e-18,2,2
0.7423661,0.9183161,0.7423661,0.9183161,0.6925623,0.9809403,,5.7080075e-07,0.99999994,2.8361149e-16,2,2
0.6613824,0.9787599,0.505584,0.92339844,0.681455,0.64721674,,0.00020971245,0.999965,0.4999825,1,2
0.096792325,0.9090183,0.20674199,0.85745376,0.71963346,0.17548361,,0.12646745,0.95724475,0.00023362985,0,0
0.14349362,0.9572793,0.069095366,0.899881,0.22183715,0.8526057,,3.6168453e-06,0.9999996,2.4698186e-14,3,3
0.76948357,0.9062286,0.69153285,0.88652176,0.95706385,0.42326874,,0.021531122,0.9937719,0.498421,0,2
0.59323215,0.93962955,0.6759906,0.9324928,0.630009,0.513198,,0.004304809,0.99904543,1.1402632e-07,2,2
0.34451962,0.98093307,0.431478,0.98097223,0.8054526,0.9806538,,6.728532e-06,0.9999992,8.362758e-14,0,0
0.74012613,0.7117663,0.62300277,0.9095545,0.68273485,0.76686525,,0.0016741717,0.99968666,1.2363606e-08,2,2
0.023686176,0.9309667,0.035124086,0.7333733,0.13786732,0.83178866,,1.8254198e-06,0.99999994,1.0694733e-15,3,3
0.10187806,0.9141371,0.076909475,0.7310972,0.32560527,0.7213609,,8.6176515e-05,0.9999901,1.3797437e-11,3,3
0.24932423,0.98041654,0.3932183,0.98097193,0.9683038,0.68999034,,1.3846655e-05,0.9999987,2.5392695e-13,0,0
0.75772595,0.9350052,0.75772595,0.9350052,0.8512672,0.6267655,,4.4245844e-08,1.0,8.323809e-19,2,2
0.11461951,0.90025306,0.5065821,0.972973,0.47597617,0.32802665,,0.17277129,0.91732526,0.459517,1,0
0.83328,0.87736857,0.83328,0.87736857,0.55658585,0.9540969,,7.708745e-09,1.0,2.9594816e-20,2,2
0.34715053,0.9739765,0.25622565,0.83490306,0.39108232,0.7713313,,1.7231929e-06,0.9999998,4.724736e-15,3,3
0.55727327,0.9037474,0.55727327,0.9037474,0.47025448,0.7227561,,2.1230576e-08,1.0,1.5768444e-19,3,3
0.66679513,0.94567347,0.5163306,0.93951416,0.5941194,0.9758754,,0.00033352542,0.99995005,0.49998382,0,2
0.7605574,0.9797282,0.9694076,0.9809808,0.95665324,0.452398,,1.7797476e-05,0.9999979,5.799722e-13,2,2
0.39841226,0.97999823,0.48010296,0.92617923,0.6836452,0.9539314,,0.0001678856,0.9999732,9.004708e-11,2,2
0.8396952,0.9789657,0.94706404,0.9809851,0.7605242,0.85876155,,0.00023160514,0.99996233,0.49999014,0,2
0.24684739,0.84748983,0.09326845,0.8435982,0.56471276,0.801945,,4.5514815e-05,0.99999475,3.741375e-12,3,3
0.09402369,0.50714445,0.3312841,0.65186584,0.22060163,0.9025792,,0.05546565,0.98631555,2.607036e-05,1,1
0.83772826,0.79761213,0.2581452,0.6078099,0.95953226,0.7013174,,0.085155345,0.98021054,6.163488e-05,1,1
0.9420005,0.7432365,0.9420005,0.7432365,0.5552299,0.98095304,,5.6268087e-11,1.0,2.22737e-24,2,2
0.8700386,0.61031085,0.52714235,0.34259284,0.7095042,0.39510626,,0.64345217,0.3794211,0.048145562,0,0
0.64938176,0.7993934,0.64938176,0.7993934,0.27291456,0.9762224,,2.1511282e-08,1.0,2.5812124e-19,3,3
0.3461433,0.44566864,0.058002226,0.66465056,0.4836868,0.35919535,,0.0026552374,0.99963003,2.2979876e-08,3,3
0.3053211,0.9801917,0.3827336,0.9809525,0.9230036,0.6733788,,8.6896194e-05,0.999991,1.30108285e-11,0,0
0.19081695,0.639029,0.120776676,0.6991093,0.49665958,0.44398332,,3.6535607e-06,0.99999964,1.9539214e-14,3,3
0.12405381,0.937143,0.26911262,0.85637224,0.72175455,0.7207916,,9.687477e-06,0.99999887,1.6848698e-13,1,1
0.0739283,0.646979,0.39209172,0.42158154,0.34340626,0.7233476,,0.26101324,0.86678994,0.0022204593,1,1
0.7878147,0.9735285,0.35072124,0.9794041,0.74235606,0.553892,,1.2029066e-05,0.9999984,3.288636e-13,2,2
0.7031406,0.741248,0.7031406,0.741248,0.88064516,0.7294757,,2.7659308e-08,1.0,3.5950564e-19,0,0
0.8691015,0.7351924,0.5745381,0.9780915,0.8754411,0.1425864,,0.05485848,0.98077786,4.618765e-05,0,0
0.74070287,0.7081468,0.38707966,0.93945336,0.7460487,0.7711185,,2.9820168e-05,0.99999577,2.2698633e-12,2,2
0.22102444,0.43736976,0.065663785,0.5753904,0.16667616,0.081957445,,0.5362401,0.5456912,0.29864517,1,3
0.543684,0.85705066,0.543684,0.85705066,0.18966126,0.898633,,1.27958e-07,1.0,7.105028e-18,3,3
0.34932196,0.9588722,0.26462993,0.9038796,0.6328341,0.93664837,,0.00015762523,0.99997646,7.011358e-11,2,2
0.13738003,0.9951022,0.2859808,0.72567654,0.48774683,0.5515729,,3.4663597e-05,0.9999955,2.5247818e-12,1,1
0.5397895,0.99517906,0.2744657,0.89376444,0.3766403,0.8952414,,5.3705233e-05,0.99999267,6.805719e-12,1,1
