gc_del_auc,gc_ins_auc,sm_del_auc,sm_ins_auc,lm_del_auc,lm_ins_auc,sanity_corr,entropy,margin,brier,true_label,pred_label
0.28624773,0.62488425,0.1225459,0.67828715,0.906438,0.31331626,,0.0010228326,0.99981457,4.313981e-09,3,3
0.512864,0.97999674,0.67962176,0.9816154,0.8566351,0.9762262,,2.6972903e-06,0.99999976,7.223647e-15,2,2
0.44846073,0.9828423,0.7076007,0.97850853,0.30731982,0.7891904,,0.062066235,0.97940624,5.3222004e-05,0,0
0.68153393,0.9837447,0.59646326,0.98374426,0.96929413,0.8934323,,7.2498237e-06,0.99999917,9.208606e-14,0,0
0.81058085,0.8644852,0.81058085,0.8644852,0.58815557,0.9738053,,1.960258e-10,1.0,2.352232e-23,2,2
0.08781969,0.9880415,0.2463349,0.7389208,0.2798219,0.6551542,,0.00025097295,0.99995744,2.2635117e-10,1,1
0.08380796,0.17897126,0.077523336,0.6523204,0.24945447,0.11537196,,0.18361285,0.9169764,0.00086270703,3,3
0.06838889,0.9325437,0.07898402,0.7368907,0.239481,0.3595278,,0.000104973406,0.99998665,2.3634624e-11,3,3
0.42409855,0.18687114,0.09301353,0.81933177,0.2195746,0.45095608,,0.0060129547,0.9986368,2.3284196e-07,3,3
0.5444896,0.6940127,0.5444896,0.6940127,0.6106444,0.6248684,,1.1368766e-06,1.0,3.7250127e-16,3,3
0.26937783,0.70701647,0.15152785,0.9756905,0.17817757,0.5880482,,0.00080749113,0.9998525,0.49996048,0,2
0.677735,0.9440733,0.47755963,0.9815826,0.687668,0.6417244,,5.3374633e-06,0.99999934,5.7521824e-14,2,2
0.7673954,0.8575913,0.7673954,0.8575913,0.56007904,0.9494856,,6.196384e-07,0.99999994,2.435973e-16,1,1
0.29488283,0.977667,0.12018576,0.698097,0.6247721,0.48314232,,0.002935675,0.99945027,3.8720927e-08,3,3
0.09636099,0.9511487,0.20689715,0.81829387,0.12023136,0.7897556,,8.944767e-05,0.99998766,1.9257713e-11,1,1
0.9241089,0.865317,0.9241089,0.865317,0.69248533,0.98161286,,5.3162127e-11,1.0,2.0739132e-24,2,2
0.8219267,0.702621,0.8219267,0.702621,0.69864285,0.83900654,,1.2291372e-08,1.0,7.7920885e-20,2,2
0.56728363,0.8625463,0.20263024,0.9643511,0.43495953,0.8978269,,6.883314e-06,0.9999993,7.747684e-14,2,2
0.61640394,0.81023484,0.61640394,0.81023484,0.91210717,0.9837439,,2.4369063e-08,1.0,3.5975719e-19,0,0
0.606714,0.8329164,0.30732653,0.9193437,0.9367045,0.60702693,,7.5917385e-05,0.9999884,1.6932478e-11,0,0
0.65971535,0.9779711,0.6861411,0.9795207,0.60535026,0.90074897,,0.0092680175,0.99817383,0.49941406,0,2
0.62137216,0.67445904,0.62137216,0.67445904,0.7887957,0.31442565,,6.269478e-08,1.0,1.431305e-18,3,3
0.17445627,0.94335914,0.23171505,0.81395996,0.44717106,0.40349105,,0.00055532355,0.99991155,9.939525e-10,3,3
0.110220306,0.93622446,0.104305565,0.79092467,0.62992656,0.46058223,,3.244759e-06,0.99999976,6.9982383e-15,3,3
0.3032272,0.108631,0.21315864,0.5162866,0.44798738,0.2526405,,0.08889223,0.9692464,0.00011883413,1,1
0.090203896,0.97350574,0.6187155,0.97196114,0.10460691,0.9371997,,0.13681123,0.9388618,0.00046723476,0,0
0.9041244,0.6620743,0.9041244,0.6620743,0.78095496,0.88000065,,1.4766086e-07,1.0,7.824362e-18,2,2
0.12022388,0.9875766,0.1952576,0.75094247,0.85594475,0.181311,,0.0011901027,0.999764,6.959628e-09,1,1
0.084092624,0.8229486,0.21672231,0.4794565,0.3547833,0.5459779,,0.59650576,0.49281377,0.032161444,1,1
0.65971535,0.9779711,0.6861411,0.9795207,0.60535026,0.90074897,,0.0092680175,0.99817383,0.49941406,0,2
0.14378923,0.70712245,0.09381853,0.75493526,0.7622825,0.30644163,,0.015646938,0.9966287,1.4925752e-06,3,3
0.1765868,0.9445161,0.18148145,0.7772324,0.8731242,0.6695279,,0.001058841,0.9997927,5.3712887e-09,1,1
0.8185669,0.78631973,0.8185669,0.78631973,0.7014307,0.7128669,,3.6379174e-07,1.0,3.5077213e-17,3,3
0.92233753,0.7266762,0.92233753,0.7266762,0.637603,0.97799206,,9.920727e-08,1.0,3.9338625e-18,2,2
0.34073925,0.78129303,0.13287315,0.5217942,0.5036867,0.49724203,,0.15554059,0.9303163,0.0006070626,1,1
0.1386458,0.98336387,0.10335261,0.84273994,0.35441202,0.76798356,,6.3161183e-06,0.99999946,4.6395637e-14,3,3
0.07452853,0.98822755,0.24232244,0.8198833,0.5345596,0.7309822,,4.845851e-06,0.99999934,5.3956832e-14,1,1
0.6265638,0.6462735,0.6265638,0.6462735,0.82191753,0.55374,,5.672919e-07,1.0,1.9583558e-16,3,3
0.5419382,0.9813391,0.49080944,0.98160934,0.73196185,0.9174782,,1.786817e-05,0.99999803,4.968897e-13,2,2
0.46019292,0.978142,0.7163037,0.9816152,0.7353343,0.8355844,,9.5045625e-06,0.99999905,1.3386269e-13,2,2
0.030092621,0.72732687,0.19818878,0.5238799,0.7551391,0.076940164,,0.05236304,0.98166597,4.201718e-05,1,1
0.32666862,0.95024854,0.26920068,0.9816155,0.31770298,0.8655097,,3.3096871e-06,0.99999964,1.8634481e-14,2,2
0.48006207,0.3287362,0.08639104,0.66028965,0.61932665,0.26264253,,0.006436449,0.9985322,2.6998202e-07,3,3
0.31029344,0.91279453,0.3146194,0.9758428,0.22200054,0.78135264,,1.4768672e-05,0.9999983,3.785298e-13,2,2
0.60731137,0.7963248,0.60731137,0.7963248,0.94878525,0.9061016,,2.2603152e-07,1.0,2.2201673e-17,0,0
0.545283,0.96408874,0.7229916,0.981583,0.26253343,0.8921737,,0.0007786578,0.999861,0.49996284,0,2
0.39002073,0.9549999,0.4509248,0.8981618,0.9768945,0.98270833,,3.028143e-06,0.99999976,9.1818795e-15,0,0
0.8420102,0.7392049,0.8420102,0.7392049,0.3258445,0.95196396,,4.56185e-08,1.0,1.0314996e-18,2,2
0.28087574,0.9395597,0.29691544,0.98149574,0.64147127,0.9148932,,1.4957569e-05,0.9999983,3.943694e-13,2,2
0.19557421,0.8638514,0.112841874,0.74632156,0.6867994,0.38847443,,0.00011116767,0.99998605,2.5833235e-11,3,3
0.1489141,0.7433709,0.20774424,0.74412143,0.38331872,0.23399895,,0.054575715,0.98475075,2.9973218e-05,1,1
0.6130787,0.83706445,0.6130787,0.83706445,0.47975647,0.8675949,,8.992378e-09,1.0,3.909772e-20,3,3
0.85927385,0.48824382,0.85927385,0.48824382,0.30599064,0.76177335,,5.1206655e-07,1.0,1.5010068e-16,1,1
0.79115134,0.58101386,0.79115134,0.58101386,0.9359413,0.6966846,,7.2968e-08,1.0,3.8529465e-18,1,1
0.45901948,0.97507226,0.51885366,0.658846,0.9047519,0.16325551,,0.5555448,0.5382451,0.026653726,0,0
0.3414839,0.25617042,0.088473454,0.6894555,0.23339957,0.3820573,,0.31314448,0.82386845,0.0038792829,3,3
0.28948015,0.911417,0.5098904,0.8979646,0.44417176,0.8985301,,0.004180162,0.99935246,6.383155e-08,0,0
0.11359028,0.94072545,0.096110746,0.81497884,0.64827394,0.82815313,,9.3832634e-05,0.9999864,0.4999932,1,3
0.27674162,0.3699546,0.20977055,0.98004866,0.20150255,0.8485589,,1.6082384e-05,0.9999981,4.660899e-13,2,2
0.65446615,0.9815684,0.34403497,0.95972097,0.5613749,0.9780062,,3.0443498e-06,0.9999997,1.0006121e-14,2,2
0.6976576,0.8406634,0.6976576,0.8406634,0.9364947,0.9780831,,6.496627e-07,0.99999994,3.132532e-16,0,0
0.21676068,0.75484294,0.4390777,0.82327986,0.93749803,0.46573877,,0.0079638185,0.9985422,2.9231896e-07,0,0
0.5902728,0.82137406,0.09732901,0.77983224,0.87881917,0.2631129,,6.0037615e-05,0.99999326,6.515179e-12,3,3
0.03956104,0.97753155,0.108304456,0.7291492,0.42661077,0.6016458,,3.0930598e-05,0.99999696,1.4249992e-12,3,3
0.7662008,0.9776654,0.5109463,0.9816128,0.7223268,0.861112,,1.0092452e-05,0.9999988,1.7983847e-13,2,2
0.7346777,0.7590768,0.7346777,0.7590768,0.8218793,0.5663719,,1.0370742e-07,1.0,5.0867914e-18,3,3
0.220797,0.74736285,0.06928833,0.6193384,0.75119936,0.31099582,,0.0003673898,0.99995625,3.1244574e-10,3,3
0.45901948,0.97507226,0.51885366,0.658846,0.9047519,0.16325551,,0.5555448,0.5382451,0.026653726,0,0
0.8457539,0.905681,0.8457539,0.905681,0.2963472,0.981616,,8.859157e-11,1.0,5.774221e-24,2,2
0.75000954,0.7615067,0.75000954,0.7615067,0.9737625,0.9837141,,2.2725514e-07,1.0,3.6234445e-17,0,0
0.031924576,0.9877097,0.23057401,0.7893208,0.2543198,0.6550101,,0.0027271584,0.9995343,2.8764651e-08,1,1
0.14274189,0.3720224,0.41803974,0.9760822,0.0695451,0.79331833,,0.0020727364,0.9996414,1.6650628e-08,2,2
0.89869785,0.829339,0.89869785,0.829339,0.29623604,0.936888,,2.4771567e-11,1.0,2.4254147e-25,2,2
0.6699519,0.84084547,0.6699519,0.84084547,0.93901134,0.9835565,,5.3932215e-08,1.0,1.7574765e-18,0,0
0.8088456,0.6551166,0.8088456,0.6551166,0.74196696,0.73883754,,8.5595667e-07,0.99999994,6.557425e-16,1,1
0.8584936,0.6761824,0.8584936,0.6761824,0.65594995,0.5354829,,8.496601e-09,1.0,4.1687118e-20,2,2
0.32656467,0.31462306,0.10840757,0.6606504,0.52198064,0.42781657,,0.020490672,0.9940072,4.4892786e-06,3,3
0.29573068,0.9611088,0.34198183,0.98161423,0.54149246,0.8154071,,4.5953064e-05,0.99999493,3.6573843e-12,2,2
0.34533444,0.9830018,0.61110693,0.983639,0.9665363,0.8482112,,0.00011213105,0.999986,2.7206761e-11,0,0
0.60731137,0.7963248,0.60731137,0.7963248,0.94878525,0.9061016,,2.2603152e-07,1.0,2.2201673e-17,0,0
0.28081048,0.7234336,0.08317254,0.7821847,0.6452011,0.42037874,,0.0017883666,0.9996893,1.2436976e-08,3,3
0.6324117,0.28114265,0.564735,0.9815833,0.45681524,0.5112477,,0.00010492197,0.99998355,3.377869e-11,2,2
0.70067275,0.92844963,0.54058367,0.97924525,0.8782536,0.959221,,3.3113938e-06,0.99999964,1.8274304e-14,0,0
0.8538637,0.5474545,0.8538637,0.5474545,0.6285036,0.73190707,,5.9926094e-07,0.99999994,2.9636156e-16,1,1
0.70330197,0.7487545,0.70330197,0.7487545,0.16540217,0.94737256,,6.454427e-08,1.0,2.892829e-18,2,2
0.6605639,0.8435887,0.6605639,0.8435887,0.85006803,0.9798237,,1.2595408e-08,1.0,1.1067461e-19,0,0
0.44265836,0.98374236,0.42530644,0.9835799,0.95426893,0.9687105,,5.9464915e-06,0.9999993,6.405452e-14,0,0
0.27989233,0.98158,0.21890414,0.9623591,0.22194138,0.96916366,,5.727657e-06,0.9999994,4.8610536e-14,2,2
0.030388938,0.9873686,0.23934498,0.7585695,0.9697612,0.053109363,,0.02838508,0.99116635,9.754232e-06,1,1
0.18250807,0.85171497,0.07862332,0.7235135,0.38424185,0.2754508,,0.00010838841,0.99998665,2.3991763e-11,3,3
0.8514175,0.97829163,0.42053032,0.98035306,0.73441505,0.898659,,0.00010201339,0.99998593,2.5048772e-11,2,2
0.23355615,0.9485909,0.33062693,0.97722334,0.14969933,0.9268272,,2.8621298e-05,0.9999962,1.8164984e-12,2,2
0.80915797,0.7525556,0.092253596,0.8224069,0.38696086,0.66971934,,1.159672e-06,0.99999994,8.959136e-16,3,3
0.49100786,0.73426104,0.16346304,0.65612096,0.630331,0.7169601,,0.008673176,0.9982048,4.1576814e-07,1,1
0.09157664,0.97995675,0.07853982,0.82196426,0.93792874,0.16763483,,1.4575995e-05,0.9999986,3.0906912e-13,3,3
0.07542217,0.12838209,0.10398297,0.674325,0.069799595,0.3608555,,0.11401433,0.9538781,0.00026599737,3,3
0.44577956,0.981871,0.36600667,0.7071516,0.9000203,0.48926398,,0.00075392844,0.99990284,1.525526e-09,0,0
0.10475185,0.9722353,0.15266624,0.83449733,0.7132802,0.6054536,,7.5735948e-06,0.9999991,1.01882465e-13,3,3
0.5185089,0.19178554,0.083532006,0.772969,0.57550365,0.38614374,,0.00011852481,0.9999843,3.194813e-11,3,3
0.31895986,0.97240436,0.5288709,0.9837526,0.29086912,0.9592825,,3.7212256e-05,0.99999547,2.7246632e-12,0,0
0.08957859,0.5151806,0.2529109,0.61368084,0.06966707,0.5283891,,0.018296964,0.9950198,3.1037366e-06,1,1
0.2657371,0.6053945,0.07568804,0.6149093,0.4646966,0.3252701,,0.0030327397,0.99951196,3.6020296e-08,3,3
0.11942076,0.9192233,0.11927638,0.83227336,0.51555574,0.19486089,,0.00033285408,0.9999599,2.46936e-10,3,3
0.7890755,0.7579709,0.7890755,0.7579709,0.50522894,0.97985774,,1.1514203e-08,1.0,9.7418056e-20,2,2
0.8541442,0.18199143,0.089324415,0.7316091,0.5437413,0.34767383,,0.02046447,0.9941249,4.315181e-06,3,3
0.112467505,0.9364484,0.21268898,0.60868394,0.722425,0.23683102,,0.08961108,0.9725715,9.833906e-05,1,1
0.076158196,0.65629673,0.39724827,0.80362463,0.4787838,0.16766417,,0.00058191246,0.9999029,1.1908047e-09,2,2
0.93423873,0.6997635,0.93423873,0.6997635,0.6893256,0.9264586,,6.1781424e-07,1.0,1.0512358e-16,2,2
0.038362008,0.9874666,0.23284698,0.8776267,0.629814,0.7288556,,0.032763008,0.9895471,0.49739435,0,1
0.1687215,0.96509755,0.5737104,0.9837427,0.63188064,0.88229305,,9.918201e-05,0.99998707,2.1597883e-11,0,0
0.03294675,0.988244,0.3479401,0.89321446,0.8194903,0.7210885,,5.3171566e-06,0.99999946,3.4931188e-14,1,1
0.9039178,0.70623636,0.9039178,0.70623636,0.759998,0.9796245,,9.209412e-08,1.0,3.7788113e-18,2,2
0.040032476,0.98823947,0.21878815,0.7820135,0.64212567,0.9606664,,0.00032864575,0.9999473,3.4866496e-10,1,1
0.075208075,0.05736476,0.08425549,0.35229415,0.20215869,0.040765025,,0.40726048,0.723995,0.009522498,3,3
0.26239803,0.7194274,0.1097184,0.709718,0.38885647,0.20035046,,0.0008196685,0.9998572,2.5651987e-09,3,3
0.46170092,0.83357584,0.46170092,0.83357584,0.9410492,0.1226477,,9.723313e-07,1.0,3.225782e-16,3,3
0.6130787,0.83706445,0.6130787,0.83706445,0.47975647,0.8675949,,8.992378e-09,1.0,3.909772e-20,3,3
0.44846073,0.9828423,0.7076007,0.97850853,0.30731982,0.7891904,,0.062066235,0.97940624,5.3222004e-05,0,0
0.62184966,0.98307973,0.6103244,0.98374933,0.9491175,0.8117402,,6.568052e-05,0.99999136,9.542185e-12,0,0
0.038782686,0.113839924,0.11580671,0.5545229,0.046911377,0.25122845,,0.49773216,0.61656773,0.32666177,0,3
0.221014,0.98515224,0.22863743,0.7440797,0.4114554,0.73553175,,0.00042181535,0.99995154,3.9916023e-10,1,1
0.63679945,0.80495715,0.63679945,0.80495715,0.20356603,0.888033,,3.9004155e-07,1.0,5.913292e-17,2,2
0.76018107,0.78943366,0.76018107,0.78943366,0.8953046,0.7036737,,5.93125e-08,1.0,1.5326087e-18,3,3
0.68834347,0.79608774,0.08823739,0.8367472,0.68640584,0.60535675,,2.3018376e-06,0.9999998,5.0979317e-15,3,3
0.5057485,0.9837143,0.57542723,0.98349273,0.9144773,0.7303807,,0.00082741986,0.9998767,2.0280435e-09,0,0
0.52439624,0.9312532,0.49243927,0.8013168,0.32423615,0.7597025,,0.0009884892,0.9998245,0.49991226,0,2
0.123989925,0.9263829,0.757936,0.94679475,0.25315845,0.8476623,,0.10727538,0.967823,0.4905223,0,2
0.4627322,0.97957563,0.5051472,0.9816151,0.7678836,0.9454652,,4.540568e-06,0.9999995,3.1498882e-14,2,2
0.4966646,0.9870594,0.23049678,0.8033446,0.95456517,0.55844617,,0.00010343727,0.9999847,2.9516892e-11,1,1
0.17758043,0.9836696,0.1042467,0.8735596,0.34956393,0.8757169,,7.85072e-06,0.99999934,7.561264e-14,3,3
0.107126385,0.9629891,0.076304615,0.6528735,0.6527781,0.7852874,,6.6827735e-05,0.9999925,8.030779e-12,3,3
0.8371358,0.6673516,0.8371358,0.6673516,0.41237316,0.9814725,,8.8311384e-07,1.0,3.1958463e-16,2,2
0.033576436,0.98236066,0.1816994,0.73239434,0.26458114,0.93476295,,0.00027090206,0.9999637,1.8609807e-10,1,1
0.20580727,0.16549325,0.2606274,0.8151886,0.060124487,0.3957231,,0.2936825,0.87285274,0.43848985,1,2
0.19567508,0.6419029,0.4647603,0.7607565,0.86666304,0.48272747,,0.43056375,0.8007846,0.005240574,0,0
0.07236723,0.9449668,0.17755593,0.8319725,0.35397887,0.854594,,4.0499494e-06,0.9999995,2.9613095e-14,1,1
0.71315324,0.22224735,0.41212487,0.9815862,0.09152799,0.86500955,,6.284049e-05,0.9999905,1.1265497e-11,2,2
0.266083,0.9676957,0.3280196,0.81427145,0.9075999,0.9321853,,6.854759e-05,0.9999901,1.231108e-11,0,0
0.029917583,0.8205899,0.27197278,0.8166003,0.73711765,0.112941235,,0.0025808087,0.99946713,3.554084e-08,1,1
0.84087944,0.7684301,0.84087944,0.7684301,0.7612281,0.9815922,,4.54648e-11,1.0,7.621957e-25,2,2
0.14378923,0.70712245,0.09381853,0.75493526,0.7622825,0.30644163,,0.015646938,0.9966287,1.4925752e-06,3,3
0.08451667,0.58293146,0.21400863,0.5243951,0.85983866,0.3204734,,0.15963978,0.9254726,0.0006942918,1,1
0.8956863,0.9657092,0.61658156,0.9837458,0.9608975,0.9165082,,6.0438e-06,0.9999993,6.205191e-14,0,0
0.064548776,0.98803025,0.18228045,0.7563497,0.83845794,0.34544945,,0.0007647148,0.9998577,2.5307272e-09,1,1
0.31467253,0.9049079,0.21667743,0.59882855,0.6843725,0.7299873,,0.0029069907,0.9996162,0.4998126,0,1
0.91802454,0.69547707,0.91802454,0.69547707,0.7671144,0.9815316,,1.1647179e-08,1.0,9.766529e-20,2,2
0.031134909,0.9740671,0.2456334,0.71413004,0.8175854,0.5917871,,0.18896508,0.9143785,0.00091781013,1,1
0.075800695,0.961051,0.61506957,0.9049072,0.44904548,0.9053669,,0.5041186,0.5962006,0.020381747,0,0
0.9267397,0.6560646,0.9267397,0.6560646,0.709952,0.9636559,,4.5736755e-08,1.0,5.9384547e-19,2,2
0.028603908,0.67404556,0.07477075,0.52642494,0.33372,0.097584434,,0.13824865,0.9589661,0.00023987348,3,3
0.6700139,0.8514923,0.6700139,0.8514923,0.9686738,0.9727153,,1.5179172e-08,1.0,1.6745398e-19,0,0
0.030309997,0.9550639,0.2353997,0.6828977,0.61468637,0.18499179,,0.105307065,0.95661134,0.478541,0,1
0.81541777,0.77633655,0.81541777,0.77633655,0.7907244,0.9815855,,6.692987e-12,1.0,1.6484158e-26,2,2
0.4374143,0.9816974,0.5085418,0.9835688,0.9644041,0.9069287,,5.0918134e-05,0.99999446,4.5505604e-12,0,0
0.5527766,0.90638804,0.41426325,0.9787003,0.96811235,0.8582704,,3.656368e-05,0.9999948,3.3798708e-12,0,0
0.7133129,0.81621706,0.7133129,0.81621706,0.9324834,0.76576424,,2.6906906e-07,1.0,2.7042129e-17,1,1
0.72068477,0.8375529,0.72068477,0.8375529,0.9808687,0.946677,,5.5202846e-11,1.0,2.0916939e-24,0,0
